run_id,run_date,report_name,cadence,business_owner,records_loaded,refresh_delay_minutes,validation_status,distribution_status
RUN0337,2026-03-19,Prep validation scorecard,daily,Analytics,231098,0,passed,on time
RUN0338,2026-03-20,Daily exception queue,daily,Operations leadership,9208,18,passed,on time
RUN0339,2026-03-20,Cash variance reconciliation,daily,Cash logistics,79537,8,passed,on time
RUN0340,2026-03-20,Field service aging,daily,Field service,168504,1,passed,on time
RUN0341,2026-03-20,Prep validation scorecard,daily,Analytics,54545,12,passed,on time
RUN0342,2026-03-21,Daily exception queue,daily,Operations leadership,52608,0,passed,on time
RUN0343,2026-03-21,Cash variance reconciliation,daily,Cash logistics,166800,16,passed,on time
RUN0344,2026-03-21,Field service aging,daily,Field service,136786,0,passed,on time
RUN0345,2026-03-21,Prep validation scorecard,daily,Analytics,242421,35,passed,on time
RUN0346,2026-03-22,Daily exception queue,daily,Operations leadership,229703,9,passed,on time
RUN0347,2026-03-22,Cash variance reconciliation,daily,Cash logistics,188333,0,warning,on time
RUN0348,2026-03-22,Field service aging,daily,Field service,224516,50,warning,late
RUN0349,2026-03-22,Prep validation scorecard,daily,Analytics,65717,2,passed,on time
RUN0350,2026-03-23,Daily exception queue,daily,Operations leadership,200575,7,passed,on time
RUN0351,2026-03-23,Cash variance reconciliation,daily,Cash logistics,62077,2,passed,on time
RUN0352,2026-03-23,Field service aging,daily,Field service,72247,17,warning,on time
RUN0353,2026-03-23,Merchant payout review,weekly,Finance,239164,84,passed,late
RUN0354,2026-03-23,Prep validation scorecard,daily,Analytics,239517,0,passed,on time
RUN0355,2026-03-23,Executive operating packet,weekly,Executive team,253860,24,passed,on time
RUN0356,2026-03-24,Daily exception queue,daily,Operations leadership,202702,24,passed,on time
RUN0357,2026-03-24,Cash variance reconciliation,daily,Cash logistics,179943,0,passed,on time
RUN0358,2026-03-24,Field service aging,daily,Field service,169603,13,passed,on time
RUN0359,2026-03-24,Prep validation scorecard,daily,Analytics,57967,14,passed,on time
RUN0360,2026-03-25,Daily exception queue,daily,Operations leadership,53023,9,passed,on time
RUN0361,2026-03-25,Cash variance reconciliation,daily,Cash logistics,115948,8,passed,on time
RUN0362,2026-03-25,Field service aging,daily,Field service,244543,13,warning,on time
RUN0363,2026-03-25,Prep validation scorecard,daily,Analytics,220571,0,passed,on time
RUN0364,2026-03-26,Daily exception queue,daily,Operations leadership,168096,22,passed,on time
RUN0365,2026-03-26,Cash variance reconciliation,daily,Cash logistics,192856,4,passed,on time
RUN0366,2026-03-26,Field service aging,daily,Field service,222389,4,passed,on time
RUN0367,2026-03-26,Prep validation scorecard,daily,Analytics,33118,22,passed,on time
RUN0368,2026-03-27,Daily exception queue,daily,Operations leadership,86139,7,passed,on time
RUN0369,2026-03-27,Cash variance reconciliation,daily,Cash logistics,64352,7,passed,on time
RUN0370,2026-03-27,Field service aging,daily,Field service,204807,17,passed,on time
RUN0371,2026-03-27,Prep validation scorecard,daily,Analytics,259935,2,passed,on time
RUN0372,2026-03-28,Daily exception queue,daily,Operations leadership,169554,18,passed,on time
RUN0373,2026-03-28,Cash variance reconciliation,daily,Cash logistics,133977,15,warning,on time
RUN0374,2026-03-28,Field service aging,daily,Field service,175784,25,passed,on time
RUN0375,2026-03-28,Prep validation scorecard,daily,Analytics,259489,7,passed,on time
RUN0376,2026-03-29,Daily exception queue,daily,Operations leadership,201927,22,passed,on time
RUN0377,2026-03-29,Cash variance reconciliation,daily,Cash logistics,222720,21,passed,on time
RUN0378,2026-03-29,Field service aging,daily,Field service,9587,95,passed,blocked
RUN0379,2026-03-29,Prep validation scorecard,daily,Analytics,102891,25,passed,on time
RUN0380,2026-03-30,Daily exception queue,daily,Operations leadership,170717,12,failed,on time
RUN0381,2026-03-30,Cash variance reconciliation,daily,Cash logistics,155444,9,warning,on time
RUN0382,2026-03-30,Field service aging,daily,Field service,242989,66,passed,late
RUN0383,2026-03-30,Merchant payout review,weekly,Finance,248275,26,passed,on time
RUN0384,2026-03-30,Prep validation scorecard,daily,Analytics,66257,0,passed,on time
RUN0385,2026-03-30,Executive operating packet,weekly,Executive team,252894,28,warning,on time
RUN0386,2026-03-31,Daily exception queue,daily,Operations leadership,181417,19,passed,on time
RUN0387,2026-03-31,Cash variance reconciliation,daily,Cash logistics,51590,37,passed,on time
RUN0388,2026-03-31,Field service aging,daily,Field service,76020,11,failed,on time
RUN0389,2026-03-31,Prep validation scorecard,daily,Analytics,12095,0,passed,on time
RUN0390,2026-04-01,Daily exception queue,daily,Operations leadership,9310,4,passed,on time
RUN0391,2026-04-01,Cash variance reconciliation,daily,Cash logistics,255974,17,passed,on time
RUN0392,2026-04-01,Field service aging,daily,Field service,193264,18,passed,on time
RUN0393,2026-04-01,Prep validation scorecard,daily,Analytics,37618,0,failed,on time
RUN0394,2026-04-01,Monthly performance close,monthly,Finance,27935,40,passed,on time
RUN0395,2026-04-02,Daily exception queue,daily,Operations leadership,139530,3,passed,on time
RUN0396,2026-04-02,Cash variance reconciliation,daily,Cash logistics,18890,0,warning,on time
RUN0397,2026-04-02,Field service aging,daily,Field service,167772,0,passed,on time
RUN0398,2026-04-02,Prep validation scorecard,daily,Analytics,256809,20,passed,on time
RUN0399,2026-04-03,Daily exception queue,daily,Operations leadership,71106,0,passed,on time
RUN0400,2026-04-03,Cash variance reconciliation,daily,Cash logistics,194635,29,passed,on time
RUN0401,2026-04-03,Field service aging,daily,Field service,56256,11,passed,on time
RUN0402,2026-04-03,Prep validation scorecard,daily,Analytics,64730,9,failed,on time
RUN0403,2026-04-04,Daily exception queue,daily,Operations leadership,210208,0,passed,on time
RUN0404,2026-04-04,Cash variance reconciliation,daily,Cash logistics,134857,9,passed,on time
RUN0405,2026-04-04,Field service aging,daily,Field service,137646,16,passed,on time
RUN0406,2026-04-04,Prep validation scorecard,daily,Analytics,237650,0,passed,on time
RUN0407,2026-04-05,Daily exception queue,daily,Operations leadership,93126,7,passed,on time
RUN0408,2026-04-05,Cash variance reconciliation,daily,Cash logistics,250903,25,passed,on time
RUN0409,2026-04-05,Field service aging,daily,Field service,27352,18,passed,on time
RUN0410,2026-04-05,Prep validation scorecard,daily,Analytics,205261,11,warning,on time
RUN0411,2026-04-06,Daily exception queue,daily,Operations leadership,222513,14,passed,on time
RUN0412,2026-04-06,Cash variance reconciliation,daily,Cash logistics,135768,0,warning,on time
RUN0413,2026-04-06,Field service aging,daily,Field service,138386,64,passed,late
RUN0414,2026-04-06,Merchant payout review,weekly,Finance,189362,0,warning,on time
RUN0415,2026-04-06,Prep validation scorecard,daily,Analytics,248115,11,passed,on time
RUN0416,2026-04-06,Executive operating packet,weekly,Executive team,146624,25,warning,on time
RUN0417,2026-04-07,Daily exception queue,daily,Operations leadership,120141,10,failed,on time
RUN0418,2026-04-07,Cash variance reconciliation,daily,Cash logistics,227700,0,passed,on time
RUN0419,2026-04-07,Field service aging,daily,Field service,127388,24,passed,on time
RUN0420,2026-04-07,Prep validation scorecard,daily,Analytics,257685,12,passed,on time
RUN0421,2026-04-08,Daily exception queue,daily,Operations leadership,226069,0,passed,on time
RUN0422,2026-04-08,Cash variance reconciliation,daily,Cash logistics,53462,4,passed,on time
RUN0423,2026-04-08,Field service aging,daily,Field service,202052,0,passed,on time
RUN0424,2026-04-08,Prep validation scorecard,daily,Analytics,245549,4,passed,on time
RUN0425,2026-04-09,Daily exception queue,daily,Operations leadership,118117,12,passed,on time
RUN0426,2026-04-09,Cash variance reconciliation,daily,Cash logistics,131668,0,passed,on time
RUN0427,2026-04-09,Field service aging,daily,Field service,215369,13,warning,on time
RUN0428,2026-04-09,Prep validation scorecard,daily,Analytics,147052,62,passed,late
RUN0429,2026-04-10,Daily exception queue,daily,Operations leadership,185982,3,passed,on time
RUN0430,2026-04-10,Cash variance reconciliation,daily,Cash logistics,136717,20,passed,on time
RUN0431,2026-04-10,Field service aging,daily,Field service,29993,7,passed,on time
RUN0432,2026-04-10,Prep validation scorecard,daily,Analytics,47125,9,passed,on time
RUN0433,2026-04-11,Daily exception queue,daily,Operations leadership,54869,26,warning,on time
RUN0434,2026-04-11,Cash variance reconciliation,daily,Cash logistics,103733,20,passed,on time
RUN0435,2026-04-11,Field service aging,daily,Field service,159450,85,passed,late
RUN0436,2026-04-11,Prep validation scorecard,daily,Analytics,23496,0,passed,on time
RUN0437,2026-04-12,Daily exception queue,daily,Operations leadership,18193,6,passed,on time
RUN0438,2026-04-12,Cash variance reconciliation,daily,Cash logistics,201798,28,failed,on time
RUN0439,2026-04-12,Field service aging,daily,Field service,177615,7,passed,on time
RUN0440,2026-04-12,Prep validation scorecard,daily,Analytics,35800,4,passed,on time
RUN0441,2026-04-13,Daily exception queue,daily,Operations leadership,74303,82,warning,late
RUN0442,2026-04-13,Cash variance reconciliation,daily,Cash logistics,239678,23,passed,on time
RUN0443,2026-04-13,Field service aging,daily,Field service,248586,0,passed,on time
RUN0444,2026-04-13,Merchant payout review,weekly,Finance,127773,9,passed,on time
RUN0445,2026-04-13,Prep validation scorecard,daily,Analytics,122446,20,passed,on time
RUN0446,2026-04-13,Executive operating packet,weekly,Executive team,39865,0,passed,on time
RUN0447,2026-04-14,Daily exception queue,daily,Operations leadership,179098,5,passed,on time
RUN0448,2026-04-14,Cash variance reconciliation,daily,Cash logistics,232452,0,passed,on time
RUN0449,2026-04-14,Field service aging,daily,Field service,252574,0,passed,on time
RUN0450,2026-04-14,Prep validation scorecard,daily,Analytics,28353,6,passed,on time
RUN0451,2026-04-15,Daily exception queue,daily,Operations leadership,158573,0,passed,on time
RUN0452,2026-04-15,Cash variance reconciliation,daily,Cash logistics,111631,0,warning,on time
RUN0453,2026-04-15,Field service aging,daily,Field service,242393,20,passed,on time
RUN0454,2026-04-15,Prep validation scorecard,daily,Analytics,241907,0,passed,on time
RUN0455,2026-04-16,Daily exception queue,daily,Operations leadership,99766,6,passed,on time
RUN0456,2026-04-16,Cash variance reconciliation,daily,Cash logistics,160948,6,passed,on time
RUN0457,2026-04-16,Field service aging,daily,Field service,187425,16,failed,on time
RUN0458,2026-04-16,Prep validation scorecard,daily,Analytics,35589,7,passed,on time
RUN0459,2026-04-17,Daily exception queue,daily,Operations leadership,199917,0,passed,on time
RUN0460,2026-04-17,Cash variance reconciliation,daily,Cash logistics,27457,8,passed,on time
RUN0461,2026-04-17,Field service aging,daily,Field service,152098,0,warning,on time
RUN0462,2026-04-17,Prep validation scorecard,daily,Analytics,118775,22,passed,on time
RUN0463,2026-04-18,Daily exception queue,daily,Operations leadership,20283,23,passed,on time
RUN0464,2026-04-18,Cash variance reconciliation,daily,Cash logistics,220527,22,passed,on time
RUN0465,2026-04-18,Field service aging,daily,Field service,182124,0,passed,on time
RUN0466,2026-04-18,Prep validation scorecard,daily,Analytics,107065,42,passed,late
RUN0467,2026-04-19,Daily exception queue,daily,Operations leadership,123599,0,passed,on time
RUN0468,2026-04-19,Cash variance reconciliation,daily,Cash logistics,197656,6,passed,on time
RUN0469,2026-04-19,Field service aging,daily,Field service,148220,10,failed,on time
RUN0470,2026-04-19,Prep validation scorecard,daily,Analytics,181177,30,warning,on time
RUN0471,2026-04-20,Daily exception queue,daily,Operations leadership,115491,0,warning,on time
RUN0472,2026-04-20,Cash variance reconciliation,daily,Cash logistics,60703,0,passed,on time
RUN0473,2026-04-20,Field service aging,daily,Field service,193897,0,passed,on time
RUN0474,2026-04-20,Merchant payout review,weekly,Finance,100026,3,passed,on time
RUN0475,2026-04-20,Prep validation scorecard,daily,Analytics,244862,23,warning,on time
RUN0476,2026-04-20,Executive operating packet,weekly,Executive team,77869,0,passed,on time
RUN0477,2026-04-21,Daily exception queue,daily,Operations leadership,161964,9,passed,on time
RUN0478,2026-04-21,Cash variance reconciliation,daily,Cash logistics,131656,0,passed,on time
RUN0479,2026-04-21,Field service aging,daily,Field service,90674,0,passed,on time
RUN0480,2026-04-21,Prep validation scorecard,daily,Analytics,148743,12,passed,on time
RUN0481,2026-04-22,Daily exception queue,daily,Operations leadership,91589,17,passed,on time
RUN0482,2026-04-22,Cash variance reconciliation,daily,Cash logistics,82195,7,failed,on time
RUN0483,2026-04-22,Field service aging,daily,Field service,210423,17,passed,on time
RUN0484,2026-04-22,Prep validation scorecard,daily,Analytics,47203,35,passed,on time
RUN0485,2026-04-23,Daily exception queue,daily,Operations leadership,221846,13,passed,on time
RUN0486,2026-04-23,Cash variance reconciliation,daily,Cash logistics,149133,10,passed,on time
RUN0487,2026-04-23,Field service aging,daily,Field service,254772,18,passed,on time
RUN0488,2026-04-23,Prep validation scorecard,daily,Analytics,95263,21,passed,on time
RUN0489,2026-04-24,Daily exception queue,daily,Operations leadership,252025,16,passed,on time
RUN0490,2026-04-24,Cash variance reconciliation,daily,Cash logistics,216004,16,passed,on time
RUN0491,2026-04-24,Field service aging,daily,Field service,188321,0,passed,on time
RUN0492,2026-04-24,Prep validation scorecard,daily,Analytics,213000,3,warning,on time
RUN0493,2026-04-25,Daily exception queue,daily,Operations leadership,83885,25,passed,on time
RUN0494,2026-04-25,Cash variance reconciliation,daily,Cash logistics,152499,63,failed,late
RUN0495,2026-04-25,Field service aging,daily,Field service,113656,21,passed,on time
RUN0496,2026-04-25,Prep validation scorecard,daily,Analytics,175920,7,warning,on time
RUN0497,2026-04-26,Daily exception queue,daily,Operations leadership,94271,0,passed,on time
RUN0498,2026-04-26,Cash variance reconciliation,daily,Cash logistics,41986,13,failed,on time
RUN0499,2026-04-26,Field service aging,daily,Field service,191373,11,passed,on time
RUN0500,2026-04-26,Prep validation scorecard,daily,Analytics,98028,7,warning,on time
RUN0501,2026-04-27,Daily exception queue,daily,Operations leadership,245579,34,passed,on time
RUN0502,2026-04-27,Cash variance reconciliation,daily,Cash logistics,14378,0,passed,on time
RUN0503,2026-04-27,Field service aging,daily,Field service,15189,0,passed,on time
RUN0504,2026-04-27,Merchant payout review,weekly,Finance,189457,0,passed,on time
RUN0505,2026-04-27,Prep validation scorecard,daily,Analytics,256379,0,failed,on time
RUN0506,2026-04-27,Executive operating packet,weekly,Executive team,35652,32,warning,on time
RUN0507,2026-04-28,Daily exception queue,daily,Operations leadership,120579,0,failed,on time
RUN0508,2026-04-28,Cash variance reconciliation,daily,Cash logistics,126468,0,passed,on time
RUN0509,2026-04-28,Field service aging,daily,Field service,179082,0,warning,on time
RUN0510,2026-04-28,Prep validation scorecard,daily,Analytics,170223,0,passed,on time
RUN0511,2026-04-29,Daily exception queue,daily,Operations leadership,18205,4,passed,on time
RUN0512,2026-04-29,Cash variance reconciliation,daily,Cash logistics,148664,0,passed,on time
RUN0513,2026-04-29,Field service aging,daily,Field service,210680,1,warning,on time
RUN0514,2026-04-29,Prep validation scorecard,daily,Analytics,140338,7,passed,on time
RUN0515,2026-04-30,Daily exception queue,daily,Operations leadership,63626,0,passed,on time
RUN0516,2026-04-30,Cash variance reconciliation,daily,Cash logistics,123153,45,passed,late
RUN0517,2026-04-30,Field service aging,daily,Field service,92158,33,warning,on time
RUN0518,2026-04-30,Prep validation scorecard,daily,Analytics,4308,0,warning,on time
