check_id,run_date,source_system,table_name,check_type,records_checked,failed_records,failure_rate_pct,severity,status,business_rule
CHK0214,2026-05-06,Merchant portal,device_master,freshness,168715,2896,1.72,Low,pass,Source delivered before daily reporting cutoff
CHK0215,2026-05-06,Merchant portal,merchant_master,definition_drift,15477,111,0.72,Low,pass,Metric logic matches the documented reporting definition
CHK0216,2026-05-06,Tableau Prep extract,report_output,vlookup_reconcile,150548,3156,2.1,Medium,watch,Excel lookup output agrees with SQL reconciliation
CHK0217,2026-05-07,ATM processor,atm_transactions,definition_drift,164614,985,0.6,Low,pass,Metric logic matches the documented reporting definition
CHK0218,2026-05-07,Cash logistics file,cash_loads,threshold_breach,64618,2007,3.11,Medium,watch,Cash and settlement variance remain inside tolerance
CHK0219,2026-05-07,Field service queue,service_tickets,freshness,145621,2450,1.68,Low,pass,Source delivered before daily reporting cutoff
CHK0220,2026-05-07,Merchant portal,device_master,freshness,127534,1655,1.3,Low,pass,Source delivered before daily reporting cutoff
CHK0221,2026-05-07,Merchant portal,merchant_master,vlookup_reconcile,140537,1665,1.18,Low,pass,Excel lookup output agrees with SQL reconciliation
CHK0222,2026-05-07,Tableau Prep extract,report_output,null_required_field,213609,1412,0.66,Low,pass,Required reporting dimensions are populated
CHK0223,2026-05-08,ATM processor,atm_transactions,null_required_field,74116,793,1.07,Low,pass,Required reporting dimensions are populated
CHK0224,2026-05-08,Cash logistics file,cash_loads,duplicate_key,183817,1076,0.59,Low,pass,"Device, merchant, and date keys are unique"
CHK0225,2026-05-08,Field service queue,service_tickets,threshold_breach,98718,1868,1.89,Medium,watch,Cash and settlement variance remain inside tolerance
CHK0226,2026-05-08,Merchant portal,device_master,freshness,189236,2348,1.24,Low,pass,Source delivered before daily reporting cutoff
CHK0227,2026-05-08,Merchant portal,merchant_master,vlookup_reconcile,154746,2406,1.56,Low,pass,Excel lookup output agrees with SQL reconciliation
CHK0228,2026-05-08,Tableau Prep extract,report_output,freshness,29876,300,1.0,Low,pass,Source delivered before daily reporting cutoff
CHK0229,2026-05-09,ATM processor,atm_transactions,null_required_field,156167,822,0.53,Low,pass,Required reporting dimensions are populated
CHK0230,2026-05-09,Cash logistics file,cash_loads,duplicate_key,213296,2435,1.14,Low,pass,"Device, merchant, and date keys are unique"
CHK0231,2026-05-09,Field service queue,service_tickets,null_required_field,112584,1830,1.63,Low,pass,Required reporting dimensions are populated
CHK0232,2026-05-09,Merchant portal,device_master,freshness,42001,350,0.83,Low,pass,Source delivered before daily reporting cutoff
CHK0233,2026-05-09,Merchant portal,merchant_master,null_required_field,113787,798,0.7,Low,pass,Required reporting dimensions are populated
CHK0234,2026-05-09,Tableau Prep extract,report_output,duplicate_key,120876,926,0.77,Low,pass,"Device, merchant, and date keys are unique"
CHK0235,2026-05-10,ATM processor,atm_transactions,freshness,185571,2291,1.23,Low,pass,Source delivered before daily reporting cutoff
CHK0236,2026-05-10,Cash logistics file,cash_loads,definition_drift,141518,695,0.49,Low,pass,Metric logic matches the documented reporting definition
CHK0237,2026-05-10,Field service queue,service_tickets,definition_drift,203461,479,0.24,Low,pass,Metric logic matches the documented reporting definition
CHK0238,2026-05-10,Merchant portal,device_master,threshold_breach,175536,724,0.41,Low,pass,Cash and settlement variance remain inside tolerance
CHK0239,2026-05-10,Merchant portal,merchant_master,vlookup_reconcile,85417,1388,1.63,Low,pass,Excel lookup output agrees with SQL reconciliation
CHK0240,2026-05-10,Tableau Prep extract,report_output,threshold_breach,127223,1486,1.17,Low,pass,Cash and settlement variance remain inside tolerance
CHK0241,2026-05-11,ATM processor,atm_transactions,duplicate_key,50601,356,0.7,Low,pass,"Device, merchant, and date keys are unique"
CHK0242,2026-05-11,Cash logistics file,cash_loads,definition_drift,119821,836,0.7,Low,pass,Metric logic matches the documented reporting definition
CHK0243,2026-05-11,Field service queue,service_tickets,vlookup_reconcile,197255,4911,2.49,Medium,watch,Excel lookup output agrees with SQL reconciliation
CHK0244,2026-05-11,Merchant portal,device_master,definition_drift,80322,561,0.7,Low,pass,Metric logic matches the documented reporting definition
CHK0245,2026-05-11,Merchant portal,merchant_master,null_required_field,67924,534,0.79,Low,pass,Required reporting dimensions are populated
CHK0246,2026-05-11,Tableau Prep extract,report_output,freshness,196529,3590,1.83,Medium,watch,Source delivered before daily reporting cutoff
CHK0247,2026-05-12,ATM processor,atm_transactions,threshold_breach,196232,4035,2.06,Medium,watch,Cash and settlement variance remain inside tolerance
CHK0248,2026-05-12,Cash logistics file,cash_loads,freshness,193711,4303,2.22,Medium,watch,Source delivered before daily reporting cutoff
CHK0249,2026-05-12,Field service queue,service_tickets,vlookup_reconcile,162091,5189,3.2,Medium,watch,Excel lookup output agrees with SQL reconciliation
CHK0250,2026-05-12,Merchant portal,device_master,threshold_breach,69287,1146,1.66,Low,pass,Cash and settlement variance remain inside tolerance
CHK0251,2026-05-12,Merchant portal,merchant_master,threshold_breach,130832,2363,1.81,Medium,watch,Cash and settlement variance remain inside tolerance
CHK0252,2026-05-12,Tableau Prep extract,report_output,duplicate_key,215089,1535,0.71,Low,pass,"Device, merchant, and date keys are unique"
CHK0253,2026-05-13,ATM processor,atm_transactions,null_required_field,221661,1793,0.81,Low,pass,Required reporting dimensions are populated
CHK0254,2026-05-13,Cash logistics file,cash_loads,vlookup_reconcile,126369,1804,1.43,Low,pass,Excel lookup output agrees with SQL reconciliation
CHK0255,2026-05-13,Field service queue,service_tickets,definition_drift,90667,497,0.55,Low,pass,Metric logic matches the documented reporting definition
CHK0256,2026-05-13,Merchant portal,device_master,null_required_field,149753,1845,1.23,Low,pass,Required reporting dimensions are populated
CHK0257,2026-05-13,Merchant portal,merchant_master,vlookup_reconcile,37166,904,2.43,Medium,watch,Excel lookup output agrees with SQL reconciliation
CHK0258,2026-05-13,Tableau Prep extract,report_output,null_required_field,171241,1496,0.87,Low,pass,Required reporting dimensions are populated
CHK0259,2026-05-14,ATM processor,atm_transactions,null_required_field,157828,1536,0.97,Low,pass,Required reporting dimensions are populated
CHK0260,2026-05-14,Cash logistics file,cash_loads,threshold_breach,76616,1801,2.35,Medium,watch,Cash and settlement variance remain inside tolerance
CHK0261,2026-05-14,Field service queue,service_tickets,duplicate_key,131189,1074,0.82,Low,pass,"Device, merchant, and date keys are unique"
CHK0262,2026-05-14,Merchant portal,device_master,definition_drift,170462,995,0.58,Low,pass,Metric logic matches the documented reporting definition
CHK0263,2026-05-14,Merchant portal,merchant_master,freshness,147817,3327,2.25,Medium,watch,Source delivered before daily reporting cutoff
CHK0264,2026-05-14,Tableau Prep extract,report_output,freshness,45066,904,2.01,Medium,watch,Source delivered before daily reporting cutoff
CHK0265,2026-05-15,ATM processor,atm_transactions,vlookup_reconcile,205526,3089,1.5,Low,pass,Excel lookup output agrees with SQL reconciliation
CHK0266,2026-05-15,Cash logistics file,cash_loads,vlookup_reconcile,209725,2207,1.05,Low,pass,Excel lookup output agrees with SQL reconciliation
CHK0267,2026-05-15,Field service queue,service_tickets,null_required_field,15620,115,0.74,Low,pass,Required reporting dimensions are populated
CHK0268,2026-05-15,Merchant portal,device_master,null_required_field,102484,351,0.34,Low,pass,Required reporting dimensions are populated
CHK0269,2026-05-15,Merchant portal,merchant_master,vlookup_reconcile,147551,1270,0.86,Low,pass,Excel lookup output agrees with SQL reconciliation
CHK0270,2026-05-15,Tableau Prep extract,report_output,freshness,209133,1319,0.63,Low,pass,Source delivered before daily reporting cutoff
CHK0271,2026-05-16,ATM processor,atm_transactions,duplicate_key,73195,247,0.34,Low,pass,"Device, merchant, and date keys are unique"
CHK0272,2026-05-16,Cash logistics file,cash_loads,threshold_breach,130010,4415,3.4,Medium,watch,Cash and settlement variance remain inside tolerance
CHK0273,2026-05-16,Field service queue,service_tickets,vlookup_reconcile,162708,4621,2.84,Medium,watch,Excel lookup output agrees with SQL reconciliation
CHK0274,2026-05-16,Merchant portal,device_master,duplicate_key,72624,433,0.6,Low,pass,"Device, merchant, and date keys are unique"
CHK0275,2026-05-16,Merchant portal,merchant_master,null_required_field,105043,613,0.58,Low,pass,Required reporting dimensions are populated
CHK0276,2026-05-16,Tableau Prep extract,report_output,threshold_breach,221818,3132,1.41,Low,pass,Cash and settlement variance remain inside tolerance
CHK0277,2026-05-17,ATM processor,atm_transactions,freshness,212929,3237,1.52,Low,pass,Source delivered before daily reporting cutoff
CHK0278,2026-05-17,Cash logistics file,cash_loads,threshold_breach,63484,2241,3.53,Medium,watch,Cash and settlement variance remain inside tolerance
CHK0279,2026-05-17,Field service queue,service_tickets,duplicate_key,40509,193,0.48,Low,pass,"Device, merchant, and date keys are unique"
CHK0280,2026-05-17,Merchant portal,device_master,duplicate_key,37811,199,0.53,Low,pass,"Device, merchant, and date keys are unique"
CHK0281,2026-05-17,Merchant portal,merchant_master,threshold_breach,37574,956,2.54,Medium,watch,Cash and settlement variance remain inside tolerance
CHK0282,2026-05-17,Tableau Prep extract,report_output,threshold_breach,221171,1784,0.81,Low,pass,Cash and settlement variance remain inside tolerance
CHK0283,2026-05-18,ATM processor,atm_transactions,definition_drift,54355,71,0.13,Low,pass,Metric logic matches the documented reporting definition
CHK0284,2026-05-18,Cash logistics file,cash_loads,vlookup_reconcile,144159,4413,3.06,Medium,watch,Excel lookup output agrees with SQL reconciliation
CHK0285,2026-05-18,Field service queue,service_tickets,vlookup_reconcile,208608,4512,2.16,Medium,watch,Excel lookup output agrees with SQL reconciliation
CHK0286,2026-05-18,Merchant portal,device_master,definition_drift,51530,262,0.51,Low,pass,Metric logic matches the documented reporting definition
CHK0287,2026-05-18,Merchant portal,merchant_master,freshness,154990,1510,0.97,Low,pass,Source delivered before daily reporting cutoff
CHK0288,2026-05-18,Tableau Prep extract,report_output,definition_drift,111275,324,0.29,Low,pass,Metric logic matches the documented reporting definition
CHK0289,2026-05-19,ATM processor,atm_transactions,vlookup_reconcile,92290,1196,1.3,Low,pass,Excel lookup output agrees with SQL reconciliation
CHK0290,2026-05-19,Cash logistics file,cash_loads,freshness,223177,2329,1.04,Low,pass,Source delivered before daily reporting cutoff
CHK0291,2026-05-19,Field service queue,service_tickets,vlookup_reconcile,172477,938,0.54,Low,pass,Excel lookup output agrees with SQL reconciliation
CHK0292,2026-05-19,Merchant portal,device_master,definition_drift,112901,107,0.09,Low,pass,Metric logic matches the documented reporting definition
CHK0293,2026-05-19,Merchant portal,merchant_master,definition_drift,145374,438,0.3,Low,pass,Metric logic matches the documented reporting definition
CHK0294,2026-05-19,Tableau Prep extract,report_output,definition_drift,165897,951,0.57,Low,pass,Metric logic matches the documented reporting definition
CHK0295,2026-05-20,ATM processor,atm_transactions,duplicate_key,212549,1478,0.7,Low,pass,"Device, merchant, and date keys are unique"
CHK0296,2026-05-20,Cash logistics file,cash_loads,vlookup_reconcile,27418,517,1.89,Medium,watch,Excel lookup output agrees with SQL reconciliation
CHK0297,2026-05-20,Field service queue,service_tickets,vlookup_reconcile,220246,4600,2.09,Medium,watch,Excel lookup output agrees with SQL reconciliation
CHK0298,2026-05-20,Merchant portal,device_master,null_required_field,80054,1208,1.51,Low,pass,Required reporting dimensions are populated
CHK0299,2026-05-20,Merchant portal,merchant_master,freshness,40354,305,0.76,Low,pass,Source delivered before daily reporting cutoff
CHK0300,2026-05-20,Tableau Prep extract,report_output,null_required_field,62307,589,0.95,Low,pass,Required reporting dimensions are populated
CHK0301,2026-05-21,ATM processor,atm_transactions,definition_drift,188373,812,0.43,Low,pass,Metric logic matches the documented reporting definition
CHK0302,2026-05-21,Cash logistics file,cash_loads,vlookup_reconcile,98964,1085,1.1,Low,pass,Excel lookup output agrees with SQL reconciliation
CHK0303,2026-05-21,Field service queue,service_tickets,null_required_field,10907,113,1.04,Low,pass,Required reporting dimensions are populated
CHK0304,2026-05-21,Merchant portal,device_master,null_required_field,13699,152,1.11,Low,pass,Required reporting dimensions are populated
CHK0305,2026-05-21,Merchant portal,merchant_master,vlookup_reconcile,186766,2157,1.15,Low,pass,Excel lookup output agrees with SQL reconciliation
CHK0306,2026-05-21,Tableau Prep extract,report_output,duplicate_key,113296,1270,1.12,Low,pass,"Device, merchant, and date keys are unique"
CHK0307,2026-05-22,ATM processor,atm_transactions,threshold_breach,31247,503,1.61,Low,pass,Cash and settlement variance remain inside tolerance
CHK0308,2026-05-22,Cash logistics file,cash_loads,threshold_breach,204163,1607,0.79,Low,pass,Cash and settlement variance remain inside tolerance
CHK0309,2026-05-22,Field service queue,service_tickets,null_required_field,208522,3047,1.46,Low,pass,Required reporting dimensions are populated
CHK0310,2026-05-22,Merchant portal,device_master,freshness,21130,151,0.72,Low,pass,Source delivered before daily reporting cutoff
CHK0311,2026-05-22,Merchant portal,merchant_master,duplicate_key,65069,363,0.56,Low,pass,"Device, merchant, and date keys are unique"
CHK0312,2026-05-22,Tableau Prep extract,report_output,null_required_field,122721,1134,0.92,Low,pass,Required reporting dimensions are populated
CHK0313,2026-05-23,ATM processor,atm_transactions,duplicate_key,216349,1970,0.91,Low,pass,"Device, merchant, and date keys are unique"
CHK0314,2026-05-23,Cash logistics file,cash_loads,threshold_breach,17453,590,3.38,Medium,watch,Cash and settlement variance remain inside tolerance
CHK0315,2026-05-23,Field service queue,service_tickets,vlookup_reconcile,217851,2839,1.3,Low,pass,Excel lookup output agrees with SQL reconciliation
CHK0316,2026-05-23,Merchant portal,device_master,definition_drift,183945,919,0.5,Low,pass,Metric logic matches the documented reporting definition
CHK0317,2026-05-23,Merchant portal,merchant_master,vlookup_reconcile,14054,285,2.03,Medium,watch,Excel lookup output agrees with SQL reconciliation
CHK0318,2026-05-23,Tableau Prep extract,report_output,definition_drift,116981,175,0.15,Low,pass,Metric logic matches the documented reporting definition
CHK0319,2026-05-24,ATM processor,atm_transactions,duplicate_key,8886,48,0.54,Low,pass,"Device, merchant, and date keys are unique"
CHK0320,2026-05-24,Cash logistics file,cash_loads,vlookup_reconcile,32574,241,0.74,Low,pass,Excel lookup output agrees with SQL reconciliation
CHK0321,2026-05-24,Field service queue,service_tickets,freshness,137720,1058,0.77,Low,pass,Source delivered before daily reporting cutoff
CHK0322,2026-05-24,Merchant portal,device_master,threshold_breach,10259,184,1.8,Low,pass,Cash and settlement variance remain inside tolerance
CHK0323,2026-05-24,Merchant portal,merchant_master,duplicate_key,219574,1100,0.5,Low,pass,"Device, merchant, and date keys are unique"
CHK0324,2026-05-24,Tableau Prep extract,report_output,null_required_field,132340,2403,1.82,Medium,watch,Required reporting dimensions are populated
CHK0325,2026-05-25,ATM processor,atm_transactions,freshness,68798,1257,1.83,Medium,watch,Source delivered before daily reporting cutoff
CHK0326,2026-05-25,Cash logistics file,cash_loads,threshold_breach,188730,3787,2.01,Medium,watch,Cash and settlement variance remain inside tolerance
CHK0327,2026-05-25,Field service queue,service_tickets,duplicate_key,128292,1440,1.12,Low,pass,"Device, merchant, and date keys are unique"
CHK0328,2026-05-25,Merchant portal,device_master,threshold_breach,118270,3510,2.97,Medium,watch,Cash and settlement variance remain inside tolerance
CHK0329,2026-05-25,Merchant portal,merchant_master,duplicate_key,123852,694,0.56,Low,pass,"Device, merchant, and date keys are unique"
CHK0330,2026-05-25,Tableau Prep extract,report_output,vlookup_reconcile,144056,2937,2.04,Medium,watch,Excel lookup output agrees with SQL reconciliation
CHK0331,2026-05-26,ATM processor,atm_transactions,threshold_breach,213417,4530,2.12,Medium,watch,Cash and settlement variance remain inside tolerance
CHK0332,2026-05-26,Cash logistics file,cash_loads,vlookup_reconcile,92329,1719,1.86,Medium,watch,Excel lookup output agrees with SQL reconciliation
CHK0333,2026-05-26,Field service queue,service_tickets,freshness,16585,69,0.42,Low,pass,Source delivered before daily reporting cutoff
CHK0334,2026-05-26,Merchant portal,device_master,null_required_field,91770,714,0.78,Low,pass,Required reporting dimensions are populated
CHK0335,2026-05-26,Merchant portal,merchant_master,freshness,158017,1607,1.02,Low,pass,Source delivered before daily reporting cutoff
CHK0336,2026-05-26,Tableau Prep extract,report_output,freshness,98989,446,0.45,Low,pass,Source delivered before daily reporting cutoff
CHK0337,2026-05-27,ATM processor,atm_transactions,threshold_breach,121671,2476,2.04,Medium,watch,Cash and settlement variance remain inside tolerance
CHK0338,2026-05-27,Cash logistics file,cash_loads,duplicate_key,36162,127,0.35,Low,pass,"Device, merchant, and date keys are unique"
CHK0339,2026-05-27,Field service queue,service_tickets,freshness,122842,1510,1.23,Low,pass,Source delivered before daily reporting cutoff
CHK0340,2026-05-27,Merchant portal,device_master,duplicate_key,91121,0,0,Low,pass,"Device, merchant, and date keys are unique"
CHK0341,2026-05-27,Merchant portal,merchant_master,freshness,113572,679,0.6,Low,pass,Source delivered before daily reporting cutoff
CHK0342,2026-05-27,Tableau Prep extract,report_output,freshness,130494,1649,1.26,Low,pass,Source delivered before daily reporting cutoff
CHK0343,2026-05-28,ATM processor,atm_transactions,definition_drift,181762,522,0.29,Low,pass,Metric logic matches the documented reporting definition
CHK0344,2026-05-28,Cash logistics file,cash_loads,vlookup_reconcile,190366,4137,2.17,Medium,watch,Excel lookup output agrees with SQL reconciliation
CHK0345,2026-05-28,Field service queue,service_tickets,threshold_breach,202921,4967,2.45,Medium,watch,Cash and settlement variance remain inside tolerance
CHK0346,2026-05-28,Merchant portal,device_master,threshold_breach,24946,483,1.94,Medium,watch,Cash and settlement variance remain inside tolerance
CHK0347,2026-05-28,Merchant portal,merchant_master,definition_drift,74118,234,0.32,Low,pass,Metric logic matches the documented reporting definition
CHK0348,2026-05-28,Tableau Prep extract,report_output,threshold_breach,75257,950,1.26,Low,pass,Cash and settlement variance remain inside tolerance
CHK0349,2026-05-29,ATM processor,atm_transactions,duplicate_key,27707,186,0.67,Low,pass,"Device, merchant, and date keys are unique"
CHK0350,2026-05-29,Cash logistics file,cash_loads,freshness,152411,3769,2.47,Medium,watch,Source delivered before daily reporting cutoff
CHK0351,2026-05-29,Field service queue,service_tickets,definition_drift,190952,898,0.47,Low,pass,Metric logic matches the documented reporting definition
CHK0352,2026-05-29,Merchant portal,device_master,freshness,152527,1325,0.87,Low,pass,Source delivered before daily reporting cutoff
CHK0353,2026-05-29,Merchant portal,merchant_master,freshness,66999,962,1.44,Low,pass,Source delivered before daily reporting cutoff
CHK0354,2026-05-29,Tableau Prep extract,report_output,threshold_breach,70579,891,1.26,Low,pass,Cash and settlement variance remain inside tolerance
CHK0355,2026-05-30,ATM processor,atm_transactions,null_required_field,44845,297,0.66,Low,pass,Required reporting dimensions are populated
CHK0356,2026-05-30,Cash logistics file,cash_loads,vlookup_reconcile,37366,484,1.3,Low,pass,Excel lookup output agrees with SQL reconciliation
CHK0357,2026-05-30,Field service queue,service_tickets,duplicate_key,94521,1144,1.21,Low,pass,"Device, merchant, and date keys are unique"
CHK0358,2026-05-30,Merchant portal,device_master,vlookup_reconcile,165119,2038,1.23,Low,pass,Excel lookup output agrees with SQL reconciliation
CHK0359,2026-05-30,Merchant portal,merchant_master,freshness,70001,495,0.71,Low,pass,Source delivered before daily reporting cutoff
CHK0360,2026-05-30,Tableau Prep extract,report_output,definition_drift,28244,182,0.65,Low,pass,Metric logic matches the documented reporting definition
