date,entity_id,metric_name,withdrawal_transactions,deposit_transactions,surcharge_revenue,cash_loaded,cash_variance,settlement_variance,uptime_pct,jam_count,service_minutes_down,automation_minutes_saved,quality_score,priority_score,report_ready_flag
2026-01-26,DEV025,device_daily_operations,381,134,1079.34,35634.04,-10.36,-3.35,98.47,0,11.0,40,99.5,16.5,Y
2026-01-26,DEV026,device_daily_operations,136,46,389.69,10914.68,70.64,27.24,95.11,0,62.2,41,97.0,36.1,Y
2026-01-26,DEV027,device_daily_operations,294,91,868.18,16842.54,80.83,25.63,99.02,1,43.4,54,95.8,29.7,Y
2026-01-26,DEV028,device_daily_operations,104,36,334.66,8017.02,-32.58,-11.57,97.14,0,35.9,64,98.4,24.2,Y
2026-01-26,DEV029,device_daily_operations,111,40,384.59,10343.12,26.05,10.53,95.97,1,67.8,48,95.5,38.5,Y
2026-01-26,DEV030,device_daily_operations,40,17,144.95,2809.05,-21.48,-6.82,98.32,0,24.5,43,98.9,17.6,Y
2026-01-26,DEV031,device_daily_operations,84,42,292.01,6173.51,22.94,6.96,95.59,0,40.7,85,98.3,32.6,Y
2026-01-26,DEV032,device_daily_operations,177,82,522.93,12796.63,-94.05,-34.58,99.17,0,11.3,43,98.6,21.1,Y
2026-01-26,DEV033,device_daily_operations,78,35,242.41,7148.7,34.43,10.77,98.84,2,79.7,27,93.2,34.0,Y
2026-01-26,DEV034,device_daily_operations,287,156,801.39,21618.63,18.55,4.91,97.54,0,42.7,36,98.3,28.7,Y
2026-01-26,DEV035,device_daily_operations,285,180,967.43,21555.37,-10.22,-2.25,96.53,0,59.4,26,97.8,27.2,Y
2026-01-26,DEV036,device_daily_operations,243,80,826.05,16037.93,-47.16,-18.69,100,1,26.0,36,96.7,19.9,Y
2026-01-27,DEV001,device_daily_operations,138,76,399.4,12817.96,268.97,110.34,96.43,1,101.1,47,91.6,43.5,Y
2026-01-27,DEV002,device_daily_operations,236,116,675.23,19726.34,60.19,15.9,96.18,0,33.2,78,98.1,30.0,Y
2026-01-27,DEV003,device_daily_operations,196,90,655.5,12926.77,112.78,34.39,97.57,0,34.4,38,97.5,26.4,Y
2026-01-27,DEV004,device_daily_operations,136,66,387.81,9881.9,156.45,55.19,99.93,1,34.5,16,95.2,19.2,Y
2026-01-27,DEV005,device_daily_operations,239,63,709.15,21031.67,-149.62,-30.63,98.8,1,58.1,41,94.5,25.3,Y
2026-01-27,DEV006,device_daily_operations,520,85,1583.89,41953.15,86.4,21.36,95.79,0,42.2,30,97.5,35.7,Y
2026-01-27,DEV007,device_daily_operations,277,108,967.74,20363.51,186.1,55.61,99.82,0,1.5,29,97.9,19.2,Y
2026-01-27,DEV008,device_daily_operations,412,241,1491.46,26180.36,-41.05,-13.2,99.45,0,7.6,12,99.3,11.7,Y
2026-01-27,DEV009,device_daily_operations,416,103,1379.17,35403.78,45.88,13.33,100,0,0,38,99.5,11.8,Y
2026-01-27,DEV010,device_daily_operations,107,50,373.06,7250.53,-60.31,-16.82,97.08,1,91.7,44,94.3,33.1,Y
2026-01-27,DEV011,device_daily_operations,247,153,750.8,17303.05,177.38,64.65,96.68,1,116.6,58,92.1,40.5,Y
2026-01-27,DEV012,device_daily_operations,334,118,948.95,27681.13,0.08,0.02,96.79,1,71.6,12,95.6,40.5,Y
2026-01-27,DEV013,device_daily_operations,277,158,801.44,16825.46,94.5,33.06,98.41,0,28.2,63,97.9,21.4,Y
2026-01-27,DEV014,device_daily_operations,93,40,263.56,7669.4,-63.3,-22.89,100,0,0,38,99.3,9.1,Y
2026-01-27,DEV015,device_daily_operations,315,112,949.57,24193.35,111.24,30.31,96.68,1,127.1,21,92.4,43.1,Y
2026-01-27,DEV016,device_daily_operations,111,56,329.76,6996.7,-69.7,-29.15,98.35,0,25.3,43,98.3,21.3,Y
2026-01-27,DEV017,device_daily_operations,208,93,730.73,16065.05,-45.52,-12.99,100,0,0,23,99.5,11.8,Y
2026-01-27,DEV018,device_daily_operations,529,95,1607.18,36121.69,-163.65,-61.01,97.75,0,40.1,56,96.8,26.4,Y
2026-01-27,DEV019,device_daily_operations,127,86,385.08,10958.85,-128.12,-26.03,97.21,2,147.2,20,89.7,41.6,Y
2026-01-27,DEV020,device_daily_operations,189,52,620.29,10694.81,-104.92,-30.6,96.55,0,49.7,39,97.1,31.9,Y
2026-01-27,DEV021,device_daily_operations,196,72,639.5,18011.23,-129.63,-45.31,96.06,0,72.8,47,96.0,32.0,Y
2026-01-27,DEV022,device_daily_operations,71,23,210.11,6101.5,-149.03,-34.52,96.97,0,45.8,47,96.7,27.3,Y
2026-01-27,DEV023,device_daily_operations,334,123,1151.35,18984.74,-45.39,-8.24,95.14,0,54.9,26,97.5,42.4,Y
2026-01-27,DEV024,device_daily_operations,68,35,231.59,4574.47,-91.61,-33.17,97.35,0,39.2,50,97.6,31.1,Y
2026-01-27,DEV025,device_daily_operations,128,40,372.44,9115.45,-20.25,-7.03,99.56,0,3.6,52,99.6,10.7,Y
2026-01-27,DEV026,device_daily_operations,165,77,584.33,9311.95,27.04,8.98,97.12,0,38.3,63,98.3,24.3,Y
2026-01-27,DEV027,device_daily_operations,380,151,1173.19,21574.72,273.41,49.52,99.5,0,8.9,44,96.6,22.6,Y
2026-01-27,DEV028,device_daily_operations,157,79,531.56,14002.34,41.49,16.15,98.52,1,66.6,31,95.4,24.8,Y
2026-01-27,DEV029,device_daily_operations,60,35,170.82,4879.28,17.74,6.98,95.95,0,73.7,34,97.2,30.5,Y
2026-01-27,DEV030,device_daily_operations,188,83,592.79,11027.19,20.47,5.34,98.38,0,27.6,48,98.8,17.2,Y
2026-01-27,DEV031,device_daily_operations,212,86,737.72,19161.99,74.18,27.49,100,0,0,43,99.2,9.3,Y
2026-01-27,DEV032,device_daily_operations,65,24,197.49,4674.55,-128.48,-44.78,95.5,0,66.2,38,96.2,41.9,Y
2026-01-27,DEV033,device_daily_operations,85,50,309.66,7210.52,28.78,8.57,96.52,0,40.6,57,98.2,30.7,Y
2026-01-27,DEV034,device_daily_operations,70,30,194.26,6486.95,-28.84,-11.42,98.78,0,19.4,36,99.0,22.1,Y
2026-01-27,DEV035,device_daily_operations,242,138,675.24,15144.29,33.08,11.82,100,0,0,40,99.6,8.5,Y
2026-01-27,DEV036,device_daily_operations,316,84,1125.05,18534.42,-28.76,-6.6,97.65,0,42.4,39,98.2,24.4,Y
2026-01-28,DEV001,device_daily_operations,321,121,927.8,25021.97,-222.87,-92.92,98.98,0,17.5,29,96.9,20.7,Y
2026-01-28,DEV002,device_daily_operations,298,92,822.24,25908.77,-79.06,-18.12,95.17,1,111.7,25,93.3,43.9,Y
2026-01-28,DEV003,device_daily_operations,327,220,1102.17,18580.46,-135.59,-44.79,98.55,0,17.9,56,97.9,21.4,Y
2026-01-28,DEV004,device_daily_operations,208,93,625.32,13615.17,4.23,1.72,97.04,0,53.8,64,98.0,24.3,Y
2026-01-28,DEV005,device_daily_operations,471,282,1494.04,27494.04,117.94,23.68,95.42,0,60.5,33,96.5,35.3,Y
2026-01-28,DEV006,device_daily_operations,283,108,788.71,25850.53,98.93,28.16,99.93,0,0.9,59,98.9,13.2,Y
2026-01-28,DEV007,device_daily_operations,223,56,624.58,15431.91,7.95,3.07,97.75,0,28.3,51,98.9,27.4,Y
2026-01-28,DEV008,device_daily_operations,255,120,829.05,15232.31,-59.89,-11.14,97.04,0,42.1,52,97.8,25.3,Y
2026-01-28,DEV009,device_daily_operations,376,144,1265.57,20392.76,85.02,18.77,96.13,1,57.7,36,95.2,41.8,Y
2026-01-28,DEV010,device_daily_operations,64,31,229.98,5106.66,-46.29,-15.31,98.15,0,27.4,39,98.5,19.0,Y
2026-01-28,DEV011,device_daily_operations,264,92,833.92,23542.93,-50.51,-12.12,98.8,1,42.3,39,96.1,26.5,Y
2026-01-28,DEV012,device_daily_operations,275,128,766.78,19364.09,402.77,157.75,99.4,0,10.0,44,95.2,25.5,Y
2026-01-28,DEV013,device_daily_operations,482,68,1526.57,32540.81,103.72,28.77,99.39,1,49.6,30,95.3,24.3,Y
2026-01-28,DEV014,device_daily_operations,334,151,1083.29,28242.73,118.78,48.4,98.12,0,21.4,15,97.9,20.4,Y
2026-01-28,DEV015,device_daily_operations,272,144,760.46,17050.9,99.17,28.62,96.08,2,156.5,20,89.7,54.2,Y
2026-01-28,DEV016,device_daily_operations,450,124,1513.16,38146.32,-42.76,-7.94,99.37,0,5.7,60,99.3,15.2,Y
2026-01-28,DEV017,device_daily_operations,220,100,726.24,18350.8,73.98,26.43,98.62,0,19.8,24,98.5,20.0,Y
2026-01-28,DEV018,device_daily_operations,79,23,270.12,7293.14,7.08,1.36,97.98,0,36.0,31,98.6,22.2,Y
2026-01-28,DEV019,device_daily_operations,264,83,763.97,23554.73,-53.75,-15.8,99.83,0,1.4,30,99.4,9.8,Y
2026-01-28,DEV020,device_daily_operations,135,78,451.91,8081.89,-41.51,-12.15,97.11,1,76.6,39,95.0,35.7,Y
2026-01-28,DEV021,device_daily_operations,333,140,1091.04,20404.02,-58.19,-21.19,99.37,0,7.1,19,99.1,12.4,Y
2026-01-28,DEV022,device_daily_operations,98,26,350.36,5727.01,-55.13,-21.65,95.01,0,52.9,45,97.5,36.4,Y
2026-01-28,DEV023,device_daily_operations,178,62,648.37,12212.34,-288.32,-93.61,96.55,0,61.1,39,94.6,39.1,Y
2026-01-28,DEV024,device_daily_operations,192,91,700.14,12960.14,-34.71,-13.79,93.95,1,110.6,45,93.9,56.7,Y
2026-01-28,DEV025,device_daily_operations,193,48,583.33,11963.24,6.92,1.46,97.42,1,59.8,39,96.0,30.2,Y
2026-01-28,DEV026,device_daily_operations,280,127,803.35,18997.88,-88.55,-33.01,96.89,1,76.0,21,94.5,34.7,Y
2026-01-28,DEV027,device_daily_operations,155,71,429.46,9166.86,268.0,53.69,97.11,0,37.8,30,95.7,35.6,Y
2026-01-28,DEV028,device_daily_operations,113,54,399.25,8892.92,33.6,6.75,99.96,1,39.6,52,96.4,16.7,Y
2026-01-28,DEV029,device_daily_operations,50,23,179.2,3071.15,-10.25,-3.48,100,0,0,38,99.9,8.1,Y
2026-01-28,DEV030,device_daily_operations,78,25,257.0,4792.52,11.98,3.08,98.11,0,17.7,38,99.2,18.6,Y
2026-01-28,DEV031,device_daily_operations,113,33,409.68,9265.85,-31.19,-6.21,99.16,0,14.7,40,99.1,13.1,Y
2026-01-28,DEV032,device_daily_operations,63,33,197.43,5479.66,-50.67,-19.29,97.53,0,36.3,56,98.1,29.4,Y
2026-01-28,DEV033,device_daily_operations,79,40,270.98,5625.1,-7.91,-1.55,98.99,0,15.9,47,99.3,16.7,Y
2026-01-28,DEV034,device_daily_operations,296,101,1007.71,19761.72,71.94,19.19,99.3,0,5.5,21,99.0,20.0,Y
2026-01-28,DEV035,device_daily_operations,196,60,611.28,17483.0,0.18,0.07,95.34,0,35.0,60,98.7,33.6,Y
2026-01-28,DEV036,device_daily_operations,235,61,830.97,20099.69,-14.7,-4.24,99.56,1,24.3,61,97.2,21.7,Y
2026-01-29,DEV001,device_daily_operations,430,144,1188.84,31343.36,12.7,4.3,97.58,0,22.2,59,99.1,24.5,Y
2026-01-29,DEV002,device_daily_operations,269,119,845.09,23689.18,49.21,15.35,96.99,0,47.2,59,97.8,25.4,Y
2026-01-29,DEV003,device_daily_operations,447,175,1316.31,32908.26,-11.45,-3.37,98.38,0,29.7,52,98.8,20.1,Y
2026-01-29,DEV004,device_daily_operations,270,105,952.48,18571.33,119.01,38.53,97.23,0,31.8,39,97.5,25.3,Y
2026-01-29,DEV005,device_daily_operations,481,191,1663.36,36652.12,31.54,7.44,97.1,0,52.2,32,97.8,24.4,Y
2026-01-29,DEV006,device_daily_operations,518,131,1806.62,38095.54,-192.44,-61.07,100,1,70.0,29,93.6,22.5,Y
2026-01-29,DEV007,device_daily_operations,455,150,1360.18,32750.63,-116.13,-29.87,98.64,0,24.2,38,97.8,24.5,Y
2026-01-29,DEV008,device_daily_operations,227,75,739.04,19373.85,140.24,33.54,99.98,0,0.3,32,98.4,10.6,Y
2026-01-29,DEV009,device_daily_operations,265,131,904.17,16376.4,-57.39,-12.92,98.59,1,35.8,32,96.3,27.8,Y
2026-01-29,DEV010,device_daily_operations,411,258,1302.23,37151.22,1048.06,263.13,95.44,1,96.0,45,83.1,60.1,N
2026-01-29,DEV011,device_daily_operations,160,85,463.46,9462.63,115.92,46.93,98.76,0,17.8,44,98.1,19.9,Y
2026-01-29,DEV012,device_daily_operations,121,55,352.13,9501.32,-53.88,-19.01,96.03,0,58.5,35,97.3,37.6,Y
2026-01-29,DEV013,device_daily_operations,82,31,236.69,6142.72,-29.6,-10.46,97.82,0,39.5,24,98.3,23.5,Y
2026-01-29,DEV014,device_daily_operations,229,95,711.36,13785.65,24.21,4.76,97.64,0,28.3,45,98.7,21.3,Y
2026-01-29,DEV015,device_daily_operations,129,38,380.93,7184.76,205.78,48.86,100,0,0,26,97.7,18.6,Y
2026-01-29,DEV016,device_daily_operations,198,34,632.21,15995.57,-16.07,-4.39,98.64,0,17.9,30,99.2,18.8,Y
2026-01-29,DEV017,device_daily_operations,291,125,904.27,17486.26,-38.2,-6.94,96.87,0,35.7,23,98.3,28.9,Y
2026-01-29,DEV018,device_daily_operations,91,25,323.79,6343.18,130.63,28.52,97.4,0,28.6,61,97.5,27.7,Y
2026-01-29,DEV019,device_daily_operations,193,105,565.51,14824.0,-22.61,-5.18,100,0,0,51,99.7,8.3,Y
2026-01-29,DEV020,device_daily_operations,267,69,786.35,14672.32,-126.03,-24.33,100,0,0,28,98.6,13.3,Y
2026-01-29,DEV021,device_daily_operations,79,37,251.39,6151.7,76.51,26.99,97.1,0,46.5,45,97.5,25.2,Y
2026-01-29,DEV022,device_daily_operations,194,80,632.69,11713.62,0.03,0.01,98.45,0,19.1,42,99.3,16.4,Y
2026-01-29,DEV023,device_daily_operations,73,45,220.59,4709.16,-36.41,-9.0,100,0,0,31,99.6,15.5,Y
2026-01-29,DEV024,device_daily_operations,187,83,660.64,14434.73,-63.66,-25.7,100,0,0,48,99.3,16.0,Y
2026-01-29,DEV025,device_daily_operations,330,146,1154.14,23264.0,-9.09,-2.11,97.52,0,18.5,50,99.2,21.7,Y
2026-01-29,DEV026,device_daily_operations,64,27,231.48,3937.46,42.93,10.63,100,0,0,45,99.5,8.7,Y
2026-01-29,DEV027,device_daily_operations,334,31,932.72,22899.5,42.92,13.48,99.47,0,8.3,16,99.2,18.6,Y
2026-01-29,DEV028,device_daily_operations,198,108,647.89,13639.11,81.66,25.5,99.26,1,37.3,61,96.0,21.5,Y
2026-01-29,DEV029,device_daily_operations,134,48,408.64,9158.46,-69.81,-19.4,96.48,0,35.3,40,98.0,28.5,Y
2026-01-29,DEV030,device_daily_operations,135,76,472.34,8150.91,-71.55,-28.65,96.63,0,37.4,41,97.9,27.8,Y
2026-01-29,DEV031,device_daily_operations,233,110,761.42,14955.96,55.62,15.6,98.73,0,9.6,53,99.0,15.9,Y
2026-01-29,DEV032,device_daily_operations,180,70,579.75,15619.4,109.77,22.84,97.85,0,29.2,15,97.7,28.7,Y
2026-01-29,DEV033,device_daily_operations,74,33,203.54,6345.04,-143.62,-48.05,95.99,0,64.4,61,96.1,35.7,Y
2026-01-29,DEV034,device_daily_operations,273,79,797.68,14919.12,-79.76,-28.82,99.61,0,5.7,51,98.9,18.4,Y
2026-01-29,DEV035,device_daily_operations,185,80,608.24,12529.45,-20.77,-8.48,98.15,0,21.9,48,99.0,18.5,Y
2026-01-29,DEV036,device_daily_operations,213,106,634.78,15537.05,-46.32,-8.8,96.26,0,40.6,42,98.0,32.4,Y
2026-01-30,DEV001,device_daily_operations,396,98,1359.53,22759.37,79.63,32.47,95.92,0,47.2,12,97.4,34.9,Y
2026-01-30,DEV002,device_daily_operations,274,119,833.12,20852.78,-144.53,-41.79,97.64,0,44.3,30,96.8,23.5,Y
2026-01-30,DEV003,device_daily_operations,462,232,1384.74,35390.12,4.35,1.6,98.64,1,64.8,35,95.8,26.6,Y
2026-01-30,DEV004,device_daily_operations,497,201,1557.63,40491.73,-73.27,-29.05,95.93,0,42.7,50,97.7,31.7,Y
2026-01-30,DEV005,device_daily_operations,166,83,585.82,12838.9,5.71,2.27,100,0,0,37,99.9,8.0,Y
2026-01-30,DEV006,device_daily_operations,490,252,1566.3,42029.01,-269.13,-57.43,96.73,0,45.0,12,95.4,33.9,Y
2026-01-30,DEV007,device_daily_operations,514,187,1453.86,45803.18,-230.6,-67.72,96.7,0,39.8,60,96.0,37.2,Y
2026-01-30,DEV008,device_daily_operations,304,164,1108.65,20955.53,211.56,39.3,98.21,0,16.8,46,97.1,21.6,Y
2026-01-30,DEV009,device_daily_operations,174,137,480.25,9813.56,-140.88,-26.7,96.63,0,53.9,54,96.5,32.1,Y
2026-01-30,DEV010,device_daily_operations,126,55,421.8,9214.51,-6.31,-1.34,97.87,1,65.4,27,95.8,27.8,Y
2026-01-30,DEV011,device_daily_operations,296,125,941.26,27704.02,-119.05,-25.6,96.46,1,83.3,54,93.9,40.6,Y
2026-01-30,DEV012,device_daily_operations,137,60,473.0,7549.61,-331.26,-77.54,97.55,0,29.8,47,95.3,34.3,Y
2026-01-30,DEV013,device_daily_operations,262,159,870.31,16677.25,-128.85,-42.21,99.58,0,6.2,12,98.3,15.6,Y
2026-01-30,DEV014,device_daily_operations,381,239,1142.87,24853.9,7.73,1.55,97.69,0,34.0,36,98.7,20.8,Y
2026-01-30,DEV015,device_daily_operations,275,158,894.9,22354.02,107.16,32.44,96.85,0,48.1,61,97.1,34.1,Y
2026-01-30,DEV016,device_daily_operations,482,215,1583.37,30420.8,-265.16,-86.95,96.23,1,104.6,50,91.5,44.5,Y
2026-01-30,DEV017,device_daily_operations,332,98,969.28,26069.35,72.8,22.15,97.01,0,36.2,48,97.9,28.8,Y
2026-01-30,DEV018,device_daily_operations,180,46,612.38,16028.25,147.87,46.24,98.7,0,17.3,58,97.7,20.9,Y
2026-01-30,DEV019,device_daily_operations,253,138,800.28,17116.96,-41.87,-12.53,98.54,0,14.9,59,99.0,16.7,Y
2026-01-30,DEV020,device_daily_operations,217,89,779.31,16497.59,-39.97,-7.23,100,1,47.0,74,96.1,19.7,Y
2026-01-30,DEV021,device_daily_operations,211,104,614.64,14443.67,211.62,62.96,97.61,0,25.7,52,96.7,24.9,Y
2026-01-30,DEV022,device_daily_operations,103,42,335.77,5602.61,50.28,10.21,99.6,0,3.0,26,99.3,11.0,Y
2026-01-30,DEV023,device_daily_operations,315,100,909.26,23986.75,88.33,28.7,97.23,0,31.1,12,97.9,31.7,Y
2026-01-30,DEV024,device_daily_operations,243,86,845.3,14332.76,-25.1,-4.62,99.02,1,49.0,58,96.2,28.7,Y
2026-01-30,DEV025,device_daily_operations,216,73,761.36,19004.45,9.84,2.29,97.12,0,30.8,48,98.8,23.9,Y
2026-01-30,DEV026,device_daily_operations,316,144,1086.58,19656.83,50.55,18.07,100,0,0,55,99.4,8.8,Y
2026-01-30,DEV027,device_daily_operations,235,167,773.35,19259.93,20.85,5.7,97.31,0,23.5,45,98.9,30.0,Y
2026-01-30,DEV028,device_daily_operations,296,139,996.88,22653.58,59.44,20.9,98.35,0,28.9,33,98.3,18.1,Y
2026-01-30,DEV029,device_daily_operations,43,28,131.73,2784.89,22.26,6.63,96.92,0,24.8,12,98.9,25.2,Y
2026-01-30,DEV030,device_daily_operations,110,52,325.13,9051.26,-43.06,-16.12,99.45,1,72.3,12,95.1,19.7,Y
2026-01-30,DEV031,device_daily_operations,108,45,319.27,7178.1,4.73,1.37,98.67,0,13.8,70,99.5,15.3,Y
2026-01-30,DEV032,device_daily_operations,264,102,949.82,23706.38,-63.36,-24.66,95.97,1,90.1,23,94.3,46.2,Y
2026-01-30,DEV033,device_daily_operations,160,50,549.56,13268.53,-12.58,-3.08,97.29,0,44.3,23,98.3,26.1,Y
2026-01-30,DEV034,device_daily_operations,115,52,330.22,6432.38,-88.61,-21.74,97.81,0,38.8,25,97.6,28.5,Y
2026-01-30,DEV035,device_daily_operations,137,46,455.68,11532.73,-33.11,-9.63,96.87,0,48.8,48,97.9,25.8,Y
2026-01-30,DEV036,device_daily_operations,96,36,347.13,8806.22,90.71,32.75,97.35,0,46.9,34,97.3,27.3,Y
2026-01-31,DEV001,device_daily_operations,389,108,1142.18,30338.86,-111.41,-45.1,98.65,1,31.5,67,95.8,28.4,Y
2026-01-31,DEV002,device_daily_operations,399,144,1326.52,23894.84,-51.36,-9.54,99.35,0,6.3,44,99.2,12.4,Y
2026-01-31,DEV003,device_daily_operations,189,72,598.56,13349.45,23.29,6.65,97.81,0,27.6,43,98.8,23.5,Y
2026-01-31,DEV004,device_daily_operations,137,65,450.51,9342.16,-32.89,-8.69,97.58,1,64.3,25,95.5,29.8,Y
2026-01-31,DEV005,device_daily_operations,472,203,1359.99,38913.66,-20.92,-5.43,100,0,0,58,99.8,8.3,Y
2026-01-31,DEV006,device_daily_operations,361,142,1009.29,26959.44,-90.42,-23.53,96.75,0,35.5,32,97.7,30.5,Y
2026-01-31,DEV007,device_daily_operations,232,59,832.8,16035.14,84.5,26.32,95.73,0,81.1,24,96.2,39.9,Y
2026-01-31,DEV008,device_daily_operations,426,122,1537.09,26318.17,123.01,40.35,99.73,0,2.0,52,98.6,11.7,Y
2026-01-31,DEV009,device_daily_operations,591,316,1766.47,43324.19,-90.66,-37.87,99.05,1,28.5,86,96.2,25.9,Y
2026-01-31,DEV010,device_daily_operations,158,94,555.45,14571.82,119.04,40.55,99.26,0,11.6,29,98.3,14.1,Y
2026-01-31,DEV011,device_daily_operations,244,107,820.9,21044.4,-122.68,-31.7,99.94,1,51.9,60,95.0,21.5,Y
2026-01-31,DEV012,device_daily_operations,288,126,999.79,18520.04,16.08,4.82,96.07,0,72.5,26,97.2,36.8,Y
2026-01-31,DEV013,device_daily_operations,122,61,379.4,9352.88,256.4,55.58,98.58,1,81.2,52,92.5,31.5,Y
2026-01-31,DEV014,device_daily_operations,290,120,905.61,27008.96,20.39,5.21,94.4,0,93.9,31,96.4,39.1,Y
2026-01-31,DEV015,device_daily_operations,310,116,920.36,26716.17,288.83,118.42,97.78,0,38.2,33,95.4,32.3,Y
2026-01-31,DEV016,device_daily_operations,314,144,1127.55,26923.48,30.38,11.27,97.32,1,57.6,42,95.8,34.3,Y
2026-01-31,DEV017,device_daily_operations,176,73,497.86,10667.16,50.25,13.47,98.18,0,20.6,16,98.7,21.9,Y
2026-01-31,DEV018,device_daily_operations,268,122,762.94,20832.93,-154.88,-58.41,93.66,0,74.1,50,95.6,48.7,Y
2026-01-31,DEV019,device_daily_operations,493,197,1661.47,27253.71,64.12,13.96,99.2,0,10.4,24,98.9,13.5,Y
2026-01-31,DEV020,device_daily_operations,256,84,887.0,22498.54,-91.53,-22.93,98.36,0,27.4,27,98.0,21.7,Y
2026-01-31,DEV021,device_daily_operations,298,150,839.2,25274.77,-19.72,-7.69,97.93,1,81.7,84,95.1,27.7,Y
2026-01-31,DEV022,device_daily_operations,188,83,668.53,15086.49,13.14,5.34,97.3,0,49.3,35,98.1,23.0,Y
2026-01-31,DEV023,device_daily_operations,282,126,974.41,24957.84,12.41,2.98,97.85,0,32.0,58,98.7,26.9,Y
2026-01-31,DEV024,device_daily_operations,343,152,993.93,21960.24,-26.51,-10.6,99.12,0,6.2,32,99.5,20.1,Y
2026-01-31,DEV025,device_daily_operations,62,52,172.65,3370.88,108.24,35.17,100,1,44.0,33,95.4,17.9,Y
2026-01-31,DEV026,device_daily_operations,246,65,866.41,20605.48,3.44,1.3,97.97,0,22.3,41,99.2,19.2,Y
2026-01-31,DEV027,device_daily_operations,146,82,479.15,9578.73,-6.71,-1.91,99.69,1,67.9,33,95.7,24.7,Y
2026-01-31,DEV028,device_daily_operations,360,141,1175.29,32732.49,50.18,14.75,96.18,1,124.7,18,93.2,37.9,Y
2026-01-31,DEV029,device_daily_operations,96,49,283.16,8338.59,-8.63,-3.43,97.79,0,29.5,53,98.9,20.2,Y
2026-01-31,DEV030,device_daily_operations,99,55,343.05,7880.48,-17.41,-6.54,100,0,0,37,99.8,8.2,Y
2026-01-31,DEV031,device_daily_operations,139,37,452.4,9332.95,1.05,0.33,95.94,0,73.4,13,97.4,30.2,Y
2026-01-31,DEV032,device_daily_operations,208,86,695.08,16821.47,27.0,7.97,96.19,1,88.0,62,94.8,44.3,Y
2026-01-31,DEV033,device_daily_operations,185,86,672.39,16451.84,-49.06,-12.23,97.6,1,57.2,41,95.6,33.1,Y
2026-01-31,DEV034,device_daily_operations,62,24,200.33,4614.73,-171.54,-38.24,97.83,0,28.2,28,97.1,29.9,Y
2026-01-31,DEV035,device_daily_operations,260,97,903.22,22290.42,48.23,13.17,100,0,0,75,99.5,8.8,Y
2026-01-31,DEV036,device_daily_operations,106,40,372.92,9084.9,77.32,17.52,96.74,1,75.6,40,94.6,38.4,Y
2026-02-01,DEV001,device_daily_operations,445,190,1314.56,35725.06,-82.02,-27.31,98.22,0,13.9,17,98.6,22.3,Y
2026-02-01,DEV002,device_daily_operations,358,163,1285.41,28621.62,79.63,15.03,97.38,0,18.9,60,98.4,23.8,Y
2026-02-01,DEV003,device_daily_operations,373,152,1191.7,35004.34,131.29,26.66,97.09,0,41.1,38,97.1,29.4,Y
2026-02-01,DEV004,device_daily_operations,391,175,1309.2,36729.02,-128.27,-39.62,98.57,0,11.9,43,98.2,18.1,Y
2026-02-01,DEV005,device_daily_operations,330,19,914.25,30772.55,176.46,73.06,97.46,0,40.4,55,96.6,25.1,Y
2026-02-01,DEV006,device_daily_operations,322,144,1142.96,19740.13,118.94,24.27,99.07,2,91.1,68,91.8,34.3,Y
2026-02-01,DEV007,device_daily_operations,220,93,777.32,16685.37,45.4,16.4,98.8,0,18.6,38,98.8,22.3,Y
2026-02-01,DEV008,device_daily_operations,449,178,1262.53,41289.75,121.45,47.45,95.01,0,79.3,49,95.8,37.6,Y
2026-02-01,DEV009,device_daily_operations,103,44,314.22,6324.73,23.33,5.68,96.31,0,60.9,31,97.6,31.7,Y
2026-02-01,DEV010,device_daily_operations,469,180,1707.48,25425.17,-96.24,-20.25,98.74,0,19.1,14,98.2,16.6,Y
2026-02-01,DEV011,device_daily_operations,514,146,1657.65,34834.15,-244.33,-57.93,97.41,0,30.2,50,96.2,29.7,Y
2026-02-01,DEV012,device_daily_operations,426,148,1546.39,29914.49,-64.82,-25.51,96.37,0,51.8,30,97.4,36.0,Y
2026-02-01,DEV013,device_daily_operations,177,47,605.41,14735.27,-88.81,-36.6,95.2,0,46.9,65,97.3,39.0,Y
2026-02-01,DEV014,device_daily_operations,315,138,993.0,18862.04,-24.82,-8.74,100,0,0,39,99.7,8.4,Y
2026-02-01,DEV015,device_daily_operations,154,49,449.56,12417.68,109.72,31.43,95.49,0,42.7,62,97.3,41.6,Y
2026-02-01,DEV016,device_daily_operations,126,90,379.28,8887.56,30.5,6.65,96.67,0,53.2,14,97.8,29.9,Y
2026-02-01,DEV017,device_daily_operations,252,112,738.57,22315.59,7.79,2.39,97.56,0,35.9,34,98.6,24.6,Y
2026-02-01,DEV018,device_daily_operations,381,136,1222.53,34807.8,13.82,5.08,96.1,0,73.6,30,97.2,32.7,Y
2026-02-01,DEV019,device_daily_operations,130,68,385.72,8490.63,34.31,10.43,98.03,0,15.3,56,99.1,19.4,Y
2026-02-01,DEV020,device_daily_operations,211,56,762.29,14157.06,-49.63,-15.25,95.73,0,57.0,58,97.4,35.4,Y
2026-02-01,DEV021,device_daily_operations,333,177,1104.22,26904.22,5.77,2.04,97.03,0,30.5,52,98.8,24.4,Y
2026-02-01,DEV022,device_daily_operations,314,135,1002.86,22367.14,7.56,1.44,97.01,0,29.6,56,98.9,24.5,Y
